3874,1079,3610,716,3590,2595,593,315,3110,4069,3049,2296,1189,837,71,1887,3926,1592,1192,361,136,2595,2491,1887,3354,4366,2848,3506,177,4245,604,3049,2296,2326,3829,4208,3783,76,3138,2714,1965,676,2996,158,1586,87,4177,2954,1192,361,136,1293,3766,2413,3857,1887,3354,4366,2848,3049,2296,2413,2491,1887,3354,4366,2848,3506,177,4245,604,3049,2296,3874,56,3354,1369,76,3138,2714,1965,676,3460,1239,484,1362,3354,1683,1369,4208,2848,4098,242,1369,4208,1248,1293,572,2595,361,1192,136,2595,1035,1887,3049,2296,1494,2558,2814,2939,920,2848,604,510,2107,3067,2811,234,1784,2335,2365,789,1887,700,466,1514,3106,2595,251,3590,635,3336,1225,2491,2779,3784,2558,2637	0
2955,676,2882,352,1233,4288,2595,2578,272,3603,1837,604,2618,1721,2634,4019,1348,4069,285,1685,3766,2933,4080,2955,979,2955,979,3590,604,700,2955,979,2595,3167,2955,979,1905,112,2955,979,2595,1396,2955,979,1905,2048,2955,979,2595,4373,2955,979,1905,2539,1802,2955,979,2595,1872,2541,2955,979,604,3603,3916,4272,2595,1813,290,349,3590,4080,635,501,3590,3766,2933,604,3994,285,1727,1032,3199,2799,3994,285,1813,3511,352,1233,4288,2595,635,3336,419,258,3099,3083,3590,2955,979,2595,3879,1064,1813,290,349,3590,4080,635,501,3590,3766,2933,2595,2907,1251,2734,3549,3916,374,604,3994,4084,3713,81,640,2213,2595,2063,81,290,349,2955,4237,1233,302,3590,3766,2933,604	1
155,3968,1894,2060,1846,614,3354,1683,1369,4208,2848,1369,242,1369,1248,1822,2369,1992,1369,2220,2307,3446,2595,1664,361,3160,2595,2810,1369,1683,1683,3767,604,3354,2207,1799,2595,1192,2848,2340,635,272,1843,3836,234,1799,1488,604,4208,635,76,3049,501,376,2595,1664,4208,3160,2595,2810,1369,1683,1683,3767,604,1347,3668,1799,635,76,3049,501,376,2595,1664,1369,3160,2595,2810,1192,1683,3767,604,1192,2369,554,3165,4383,1052,3631,1404,2595,1664,4208,3160,2595,2810,1369,1683,1683,3767,604,361,2369,554,3165,412,396,2595,1664,1369,3160,2595,2810,1369,1683,1683,3767,604,4366,349,193,1779,1656,2678,2722,2595,1664,1369,3354,3160,2595,4167,266,3036,2810,604,4098,4336,3475,1799,554,2595,1664,361,3160,604,1722,1156,2258,3614,1742,2637,388,2047,189,1248,2928,287	0
1536,2527,3188,1067,4017,1778,4397,4146,2595,1293,716,2308,676,1070,676,3500,2717,1536,4023,2666,3124,2393,2506,604,3481,4351,1536,2595,87,3113,1536,1403,2848,1509,3614,2393,2506,604,4084,3810,2063,448,2848,1509,3614,1298,2595,1497,1813,2546,1842,2595,1256,484,2086,2545,3311,2595,520,480,2086,865,1204,604,877,3904,3158,984,1887,2955,23,3901,4069,676,24,3614,2595,178,272,2088,258,2546,2086,2432,1584,3926,2506,1584,384,3188,1067,4017,1778,4397,2637,4290,3140,2596,1778,1778,3008,4084,4017,1503,1778,2551,2637,2637,2637,1629,638,2044,1345,4084	1
155,1561,1494,2558,3792,2573,4069,2786,3023,3575,4320,3874,56,3324,392,3586,294,614,2331,1348,1561,1009,3614,536,635,314,3874,56,2413,3610,3610,2786,3023,3575,4320,3874,56,3324,392,1537,2905,676,3045,1561,4336,2634,419,2413,2786,3023,2987,865,1013,634,2793,3494,616,3385,2634,419,3301,186,1013,1295,392,2413,495,3341,3575,4320,1368,1452,3459,3439,2127,1097,1383,2957,3016,179,2092,3586,294,2413,495,1290,419,258,179,2092,1290,2081,1145,3165,2098,52,1574,3365,701,2821,3459,1145,3165,716,2477,1638,3165,325,4127,2413,2326,715,2099,3457,3797,3797,3797,1536,3264,913,2440,1561,2648,2413,4155,1574,616,3385,2934,2517,2955,3672,638,2786,3023,3777,4075,4320,2815,3602,2815,1013,634,2793	1
3576,4143,3045,350,3590,529,2127,2595,3879,11,3404,676,1345,2311,3590,604,3637,3158,1083,2527,1460,3600,2070,2579,2595,3366,3628,4247,421,635,993,1372,2595,215,466,3264,635,81,2899,3833,2595,1084,3628,3707,2955,3985,837,3255,1719,2595,3324,419,3672,1049,497,604,981,3435,2527,1460,3778,3038,349,676,142,2774,3590,4335,1090,3672,2595,81,1035,3631,2007,3707,3253,2595,678,949,2375,634,1727,2299,2040,122,3707,438,3778,4340,3631,680,1808,2595,466,1539,324,3631,4092,1499,2007,3672,1293,2595,888,917,450,3672,925,925,981,3435,3638,272,2595,1813,2905,513,1536,3760,3199,1918,3590,3590,2595,2910,1987,593,2491,2063,2326,1887,604,3952,518,518,4371	1
3610,716,2109,4021,3590,412,412,2045,2595,3638,272,285,3981,3994,3590,2955,3672,811,969,716,306,2848,2411,2595,2355,313,391,2848,3778,349,676,3778,700,1923,1574,2037,1348,2595,2331,1742,2340,2052,2331,2595,2045,607,3264,2495,4288,604,2185,1348,2099,394,2212,3610,1246,4072,1730,3590,412,412,3590,2045,2595,3268,3268,3590,3435,1293,3521,374,1348,4069,1536,3264,4080,2595,466,1539,2659,1835,2159,4225,604,391,2955,2848,3590,1536,2595,3038,2355,2101,1813,81,3875,2101,1685,245,3590,306,2848,2595,3382,1251,689,1314,4212,2595,1536,2805,1691,4225,2101,421,1887,604,604,2299,1973,626,3521,3778,877,700,2595,1113,2213,3521,2258,3158,700,2595,3354,1683,1369,4208,2595,1813,593,604	1
155,2520,1368,2638,2638,2875,3230,4069,3792,2573,4331,421,2573,2815,3586,294,4080,3966,3354,1563,3952,2956,3836,4371,614,2520,1368,2638,2638,1145,3525,2027,1777,2612,1260,2875,3230,3778,1523,4033,2851,3239,1038,784,2579,1962,2458,2595,4331,421,3792,2127,2573,4008,3586,294,3778,4143,3966,3354,1563,604,3072,3365,4080,1563,3354,3966,3586,294,3165,3590,2955,4237,3064,810,2620,604,4331,421,2706,2783,725,2866,2955,1797,2196,1455,81,421,2440,4143,1838,4406,3940,3810,3966,1778,4397,4017,2649,2498,4356,1524,4084,2870,1524,4346,3914,4346,4397,3827,2,2595,3013,3283,1176,1742,2595,1685,4080,428,715,2573,2815,3586,294,3590,3837,3943,2595,3013,285,154,1040,3994,81,4080,4331,421,3819,3224,4084,1503,1673,1673,3662,1992,3373,3373,1673,3797,2441,4397,3373,2754,2986,2333,2958,1778,1563,2193	1
155,2812,1248,2595,635,3511,1353,2527,341,614,530,1116,3658,2573,2928,2413,3874,143,638,1116,3658,4197,191,4084,1348,1992,4019,3590,1248,1494,969,1811,469,2843,481,3594,1610,3254,885,3853,3969,3408,2848,885,3672,1414,1420,2413,2023,2007,469,2185,1382,676,3797,885,1685,3406,3266,1041,3270,2992,702,3590,566,3365,2637,2637,2637,3511,4080,469,3819,4080,4237,2907,1251,2145,2414,3590,2060,3631,4331,3336,831,2579,1574,54,406,2625,2799,1685,3916,251,3590,3336,3511,676,810,989,2637,2637,885,635,1547,4080,469,3819,2046,441,2413,2966,676,3264,81,2046,441,925,4084,155,2513,1691,676,1009,652,4199,193,2413,1536,2805,349,2000,2440,2748,1040,3590,316,4008,2413,3382,3038,349,2034,398,1448,789,3590,3442,2296,614	0
1826,529,2127,1826,4084,4247,2411,2595,349,2040,4237,333,1101,640,3590,2595,2955,4237,3225,3231,3231,2722,1101,640,2595,2955,4237,3225,2305,2305,2722,1101,640,2595,2955,4237,3225,2082,2082,2722,1101,640,2595,2955,4237,3225,4402,4402,2722,1101,640,2595,2000,2558,2722,4355,4250,3603,1663,4113,604,2358,466,349,2955,700,2595,3231,3231,2722,1101,640,1666,1912,1887,2595,1011,198,2040,4237,2558,2722,1704,647,4267,3943,604,2683,421,198,1666,3225,1101,640,2722,1101,640,1887,925,925	1
155,3939,1009,2901,914,4069,4298,2862,860,1539,4080,3165,3969,294,147,4123,2145,2591,3713,2076,614,4160,3905,4125,3385,4033,317,2848,2411,179,2199,3339,3629,3354,1683,1369,4208,2848,959,4145,242,2365,4309,604,1727,4212,2076,87,147,3604,2598,851,3926,2955,4196,764,3524,2595,2299,3339,3629,419,2101,1293,2595,2099,2138,4102,3864,716,3354,1683,1369,1192,2848,1218,3646,3354,1683,1369,361,2848,604,391,2579,497,1574,3590,926,3861,3778,2331,2076,1348,635,2539,604,2866,4039,4196,764,3524,2595,1079,3978,1539,3603,2477,562,3339,3629,2365,1422,2595,2634,2060,435,183,676,421,1348,2595,926,3861,3603,2539,3419,2595,635,4080,4019,2805,2704,2326,3590,604,1503,1673,1673,3662,1992,3373,3373,1673,3797,2441,4397,3373,2754,3155,3827,2441,4397,589,3046	1
155,2976,3376,2101,2292,614,2976,3376,3590,391,3406,3165,3449,1240,3926,3952,3549,242,4371,877,2848,3165,3449,2595,1813,875,1742,3199,2076,3580,1194,638,501,3665,2976,3376	1
638,2047,2910,1743,2060,82,3978,4084,638,2047,2910,1743,147,3604,1036,3619,2625,4084,638,4128,4141,4356,609,609,1067,4084,638,3887,1655,2060,82,4084,638,270,393,3229,2127,270,4084,638,3407,704,3783,1673,1067,2441,4356,645,4084,638,877,1248,2955,3774,4084,352,352,3614,1742,1302,1302,1536,2805,1447,3926	0
3975,3975,3605,3270,421,54,2382,1838,2219,1392,3926,3952,3255,3631,4371,4084,3966,3188,2986,2234,2220,3385,4033,3286,3828,3354,1683,1369,4208,2848,3875,1712,3226,1277,2196,166,4082,3926,3952,2258,2775,4371,4084,3975,3783,4069,3874,4307,501,1745,4190,2099,2060,3796,1218,2099,2775,497,3590,1712,3226,3645,1026,2595,192,541,4001,1114,2340,2213,3590,3975,3975,2084,589,1745,1712,1228,484,877,700,1079,3774,1392,3926,3952,3255,3631,4371,4084	1
155,3600,2537,3488,3435,1192,1683,1683,1683,465,4069,4288,1396,2969,3391,2127,3098,426,2440,4293,3926,614,1727,3600,2537,2595,2708,4366,465,2955,3285,3778,3777,1993,3651,1993,2047,2382,1106,1887,3354,4098,1985,2537,2127,2595,54,3778,1192,465,2955,3285,3264,1361,635,1887,3631,2595,2955,1985,2537,2063,3511,3488,3354,1683,1683,1584,465,2595,87,1106,2537,3590,1937,1584,4080,88,3133,3785,2627,3590,2595,2442,3904,2595,2708,3098,426,2440,4293,604,2921,2921,3651,1993,2047,2382,4080,451,189,2099,510,2537,2706,626,3285,3590,3626,1962,2595,3354,1683,1369,1683,2848,3280,204,2579,4039,3631,2537,2928,2706,4023,2145,419,3220,1369,1683,465,2955,3285,925,1503,1673,1673,3662,1992,3373,3373,1673,3797,2441,4397,3373,2754,4162,4346,4346,645,4017,2596	0
325,3952,3853,1808,4371,1302,642,325,2955,3672,2595,2955,1912,2650,2583,920,3165,3590,3713,3366,2595,3225,3834,1903,2595,1369,4208,136,2595,1838,1769,2040,700,1887,2595,4019,1526,1526,3590,2678,2079,4080,1369,4098,361,1369,1369,1683,2193,4098,361,4208,1347,2595,3646,3940,1369,4098,3354,1369,1683,1369,4098,4208,1369,361,4098,2595,3853,1808,419,1455,2595,1536,3590,593,143,2805,1691,1302,2708,642,325,3672,2595,131,349,593,2928,4084,3926,3926,3952,3853,1808,4371	0
1635,576,4069,3270,4080,2656,3317,2595,1635,576,2099,510,426,1506,2583,3087,1369,1683,1683,3778,3644,2940,3254,1189,837,2996,2301,4062,1422,1887,2595,1183,3778,2625,2101,3218,3631,237,604,421,2440,638,626,1891,210,3089,3366,4084,3874,1587,4069,1685,4080,251,3590,2530,2076,352,1232,2076,2076,2076	0
112,2861,2880,2805,1064,1539,931,3946,1820,4129,2207,2595,4155,2905,4080,510,3875,984,2207,2595,2494,2417,949,2340,2207,4001,3099,3521,2101,1584,81,683,313,2440,1197,604,4404,1362,2955,1912,3354,3354,136,3590,112,2127,3778,1097,1396,143,3045,3853,2101,2183,3165,2595,1615,4143,285,2578,3044,3994,2180,2196,3165,3590,2321,3881,1285,2595,3366,1940,2824,2358,466,2440,1197,313,2294,2595,2725,3587,3794,1011,2527,3409,1396,143,925,2986,1503,2595,463,3476,3368,2595,3760,3199,81,1685,4196,3901,2076,1536,1097,1536,3590,2052,1162,1994,1691,4028,1971,1887,3926,4247,398,2595,1536,391,1001,2052,4328,2168,3590,1808,2753,3521,3672,3045,3853,3590,3479,896,3926,325,3952,2491,4028,4371	0
349,3874,143,497,3317,4069,3165,3969,2307,2939,3502,81,3668,81,1260,1218,3165,3969,2307,3087,81,3668,232,3901,1260,4106,1260,1184,2595,2480,3493,4098,1683,465,3590,954,1111,2709,2941,894,1962,604,285,4019,1780,2127,4106,2127,894,2285,3590,4080,222,3759,1134,2959,2027,2828,1984,3797,3797,3797,469,2722,2678,4069,2583,1766,4098,4098,4098,4098,4098,3797,4299,4299,4299,4299,3413,982,1813,2805,3165,3969,2307,2939,3502,81,2793,81,142,2774,679,482,81,4084,2258,4237,1013,232,3286,1308,604,1715,1009,2808,2258,3165,3969,2307,2939,3502,81,3590,2048,1984,1691,716,4133,1780,1293,1887,2076,2076,4084,104	0
155,4307,773,2956,4102,939,2228,1712,2539,4242,427,614,1635,4242,604,874,461,3672,1946,3353,2955,1372,1116,2885,604,285,875,3851,1707,1539,2595,1499,1662,2007,469,1887,604,3994,2512,3786,616,1718,2595,1314,3792,2595,750,484,4069,285,3619,1032,3199,3926,562,605,1409,3089,179,3020,2762,604,1843,956,2955,81,1780,604,3994	1
3874,2049,3978,2534,2411,435,183,676,4084,2411,3969,1009,3776,482,4084,4160,1208,3363,87,1808,1636,1377,1293,3766,3926,1664,272,1064,2411,4155,2905,3222,2156,4019,2595,1539,421,1592,1574,54,2683,421,251,1183,1250,861,317,1453,3138,2955,3976,349,1011,676,3810,1536,1032,3199,3264,3038,1348,2,3926,4019,4247,2934,2517,3138,2955,716,2934,2517,2711,865,2595,1685,490,635,2101,4080,3778,4102,3864,3978,2534,3590,2296,1830,4134,1887,3926,99,466,635,2527,193,4019,2549,3406,3045,691,2616,3926,3382,1547,1011,913,1574,2620,3013,374,2595,4019,4023,2145,2023,4019,2634,1453,391,3406,2527,2369,2805,3457,3667,1707,1584,1887	0
4288,3969,2301,3173,1396,634,1742,4037,4328,1314,87,1362,2583,3614,3244,4293,888,1913,2595,3237,297,969,421,969,1635,2595,2099,1539,420,1064,2440,4293,2276,2508,3366,810,604,4084,2440,4293,2411,2595,2708,3494,3133,143,1348,4069,285,3963,1913,1362,2583,3772,2369,2595,635,1547,4080,1248,715,676,3590,3099,3772,2595,2185,349,3165,3969,676,3590,4074,4112,604,3165,3969,676,349,2955,4196,3103,1011,4373,3381,3590,1808,232,2595,3778,3766,2933,1009,2452,3165,3264,3526,946,3926,1536,3610,946,2595,4247,421,3038,349,2955,4196,676,87,1727,635,2527,3590,3819,2127,3013,3916,1064,634,3374,2440,1723,3590,2527,3640,2595,716,1685,245,3381,1671,1251,84,3590,3167,1748,604,3994	0
155,3385,36,3602,2928,1195,2996,2380,4069,2662,3033,3121,3888,3946,510,2326,3165,3969,3409,1009,3784,267,2501,3982,4112,87,2146,614,4098,1683,3797,2193,2759,3590,1742,1871,676,2567,1514,2662,1248,3121,3888,3946,4336,2101,1192,3827,2595,676,2567,1514,1035,3033,1248,3121,3888,3946,4336,2101,3354,1192,3827,604,1192,4208,2759,3590,3409,1009,1594,2070,626,4320,3121,3888,2570,4143,1347,1683,1683,3827,604,3165,3969,3409,1009,2145,594,752,2946,2023,3436,2895,466,3603,2570,604,3766,2369,179,2199,2595,1314,635,2432,1064,1914,1040,2595,3165,3969,4331,421,1369,1683,1506,3354,1683,2848,2595,1808,620,164,71,1218,3165,901,1218,3202,1935,1377,982,3176,4112,1377,2472,1728,1369,1506,4208,4390,604,1503,1673,1673,3662,1992,3373,3373,1673,3797,2441,4397,3373,2754,2986,1778,1503,3011,3008,1683	1
2185,1664,272,4019,2805,2530,2076,2076,2099,501,3590,2503,4322,2296,2893,4155,4268,1038,482,2626,224,2878,1013,1145,3926,388,325,287,3797,4084	1
3952,2596,2986,4084,3783,3155,2986,3011,4371,3691,2296,3038,349,505,3631,725,3797,505,3778,3631,1368,904,2762,2579,3631,725,1619,2706,2783,317,954,465,2057,3028,1629,1361,1428,1571,3590,289,1719,2595,3879,1064,3778,2518,2219,3590,2579,647,2845,2762,3631,725,3590,1719,4195,2595,2504,860,373,837,3878,3672,1691,904,3631,1293,3599,604,3691,2296,585,1950,2762,4069,1879,391,4080,1460,1135,536,3459,2258,1536,3590,2595,3603,663,2982,3590,2789,3106,2595,1314,4320,3610,946,1887,2955,154,3511,2562,322,1536,604,1879,1063,2024,3778,2292,3265,432,913,3249,2411,635,3511,2049,432,3691,2296,1571,3631,725,3224,374,604,2441,1524,1992,3662,1067,1524,1673,4397,4356,1524,3914,4346,171,2498,645,4017,1673,4346,787,4346,4017	1
155,2955,4237,920,2802,1396,3778,691,1871,1079,3590,285,4001,1114,2996,1944,3994,614,3219,1788,1260,3089,3366,4069,1536,634,1727,2955,1912,920,2802,1396,2595,4127,3778,1685,4237,3633,2548,3590,691,1871,1079,1536,1490,716,2178,84,604,1536,2875,2258,2683,399,679,1544,1664,667,3605,1100,3045,2101,317,2848,4039,4229,3810,3264,3916,3336,4080,920,4229,1218,2814,4229,2,604,877,700,3778,3127,3590,676,1368,2595,349,1536,1064,2411,3590,264,1945,2595,54,3778,446,421,3219,1788,1536,3926,3219,1788,1260,1080,750,4069,652,1009,765,2527,1460,2299,3254,2562,676,3335,913,1293,3926,3810,2258,1455,3614,3448,2	0
4404,1362,3178,482,2299,2726,3748,3218,953,2127,505,3672,426,2595,205,3133,1946,3167,4114,2018,3926,3810,1813,1843,107,2595,1536,1843,1574,2595,3614,1742,1691,325,313,421,3926,2,3914,4346,1067,4069,4084,104	0
1813,2956,3836,1674,3663,3590,2579,474,81,1774,1549,1079,3590,71,3833,1447,1218,1813,4369,3638,81,170,2326,2955,3525,1035,3254,2127,2299,2440,1723,460,313,421,1447,4084,1218,1813,97,1155,2955,4237,676,3590,2579,2935,3610,946,2905,676,2326,3411,2276,526,1447,1218,4084,1813,2491,350,2579,157,469,2579,2027,394,2212,3413,2418,239,3590,449,2616,1447,4084,1218,1813,490,81,2634,676,301,322,2955,1263,3160,3901,3013,2299,3976,2955,1263,3160,3581,1808,1368,1447,4084,1218,1813,3680,2475,349,3603,1584,1877,3366,676,1285,3261,1059,3584,3590,3167,981,1447,4084,1218,391,4080,3083,1296,3049,501,1490,3590,1962,54,2595,3165,4180,1887,2530,1878,4084,3049,2595,593,1967,604	1
1116,3658,399,676,1009,147,3604,2060,82,2625,335,0,1574,3163,335,2562,1484,4069,3540,1545,982,676,2098,234,2878,4335,1527,683,1218,2389,3255,635,2274,1655,1228,982,3631,529,2413,2785,1319,450,1912,3776,147,3857,1263,1097,3969,349,1977,2815,4150,926,676,2413,3540,1545,982,676,4023,3254,2273,3027,1888,2960,604,3178,482,3254,2461,3711,604,1116,3658,2595,410,2355,325,3080,274,3663,2076,638,1189,2672,4084,638,11,2391,4084,638,3767,1687,1655,224	0
877,3904,1293,3610,1887,1826,3475,3875,3494,1663,4335,361,1826,2595,1938,2606,1536,1293,2595,501,2183,1935,2620,989,3926,1727,762,2076,319,222,3110,1663,272,1189,2127,1221,1887,2955,3614,3339,1935,925,925,3952,4093,2118,1057,4371,634,1727,2955,4237,3903,4288,3226,3868,2595,3089,4080,3254,3819,3663,3415,3354,725,536,3590,3011,4356,4084,2986,2551,4397,4084,817,1673,1995,4001,2595,3270,1574,54,2185,349,676,974,1536,2955,245,3778,3743,925,925,992,2649,3008,1067,2441,1524,4346,4017,1097,2084,645,1524,4356,4017,4356,1707,4155,3199,1935,4112,1887,3926,3038,349,3614,4195,3217,2595,446,349,285,3614,3994,3462,1158,1097,285,2052,3994,3294,3158,604,2958,4346,1673,1067,4084,2986,1524,1067,800,3033,593,3205,3926,1503,1673,1673,3662,1992,3373,3373,1673,3797,2441,4397,3373,2754,3155,3914,3300,787,2986,4098	1
155,186,2795,4069,626,3045,3590,2565,1574,614,626,3264,3336,3045,2565,1574,2076,215,466,635,3336,2595,635,2101,3916,1064,1040,2704,913,2955,4196,2565,1574,1209,4320,604,815,3969,495,1248,2574,2928,2928,484,2595,4288,3969,3121,896,1721,2590,25,3838,2845,1887,2955,3411,2969,3217,112,2595,2299,626,3852,3665,1254,1455,2072,88,4019,2805,3590,2969,3217,2595,466,1539,2296,1035,3103,510,3475,3875,3590,1488,2217,3067,3839,2595,1620,3255,716,626,3778,4019,2805,3217,1079,1203,2285,391,2955,1704,647,1494,3366,3590,2847,3798,604,215,466,1887,2595,678,349,2714,193,3590,3446,2969,3264,313,716,2955,154,634,1035,604,349,3275,1753,3590,274,635,3823,1357,1357,604	1
